member_number,ssn,first_name,last_name,dob,address,city,state,zip,phone,join_date,checking_balance,savings_balance
932092,416-10-9353,JEAN,PARKS,1989-06-23,637 JACKSON ALLEY,NEW ANN,WV,59161,921.888.93,2021-09-06,6769.29,38874.01
765471,167-65-9866,AMY,EVANS,1987-02-24,2664 RAMIREZ STREAM,PARKERTOWN,PA,34272,383.927.96,2019-09-26,886.61,39183.14
930792,544-74-3748,GARY,PRICE,1969-11-29,4693 WRIGHT VALLEYS,MARKCHESTER,PA,53372,6238940269,2011-07-21,13921.48,20230.22
829923,660-22-2559,PHYLLIS,STANLEY,1976-02-29,232 REYES OVERPASS,EAST REBECCA,PA,30196,933.678.40,2022-05-28,9835.61,24217.82
538224,443-44-5552,MARK,CRUZ,1993-12-31,765 SHAW POINTS APT. 055,PORT JESSICAFURT,OH,84020,0017768449,2023-11-02,7869.5,3225.38
373894,852-46-9780,LAUREN,THOMPSON,1943-10-10,86747 MICHELLE DAM,EAST MARKSHIRE,OH,12649,0015857056,2024-04-13,9681.66,23290.84
510285,604-99-9181,MARISSA,MCKINNEY,1973-08-22,6327 KIMBERLY CROSSROAD APT. 381,SOUTH BILLYHAVEN,OH,81189,6707052291,2019-04-20,3131.17,28471.48
297036,771-45-6113,KATIE,COX,1980-04-19,70259 DAVIS CREEK SUITE 358,NORTH LARRY,PA,01318,+137785130,2022-12-10,11498.87,43286.44
364658,767-48-9528,DANIEL,MURILLO,1955-11-11,43192 CAMPBELL UNION,EAST ROBERTCHESTER,PA,46558,4026336165,2016-11-28,6542.15,4132.13
391274,577-24-5493,SHELBY,SHANNON,1985-06-16,702 RAMSEY CREEK APT. 056,WILLIAMSSHIRE,PA,00860,7715121816,2020-01-15,9925.43,46508.71
164944,376-25-3562,MITCHELL,MORENO,1989-07-06,65707 LOPEZ WALL APT. 830,WEST GREGORY,PA,90076,3687551902,2011-05-06,3615.44,14210.62
750009,440-34-4260,JEFFREY,MITCHELL,1992-04-09,63305 ERICKSON LAND,JAMESTON,OH,00880,0012844164,2014-08-21,4946.55,6498.35
475227,127-84-4107,BRYAN,FUENTES,1962-10-13,339 DAVIS ROW,OSCARVILLE,WV,60009,3972505917,2019-09-11,9600.72,36610.72
777316,839-97-8831,AMY,WRIGHT,1983-10-29,364 JOHNSON RAPIDS SUITE 406,JANETPORT,WV,47024,7592357076,2023-10-22,14719.94,17645.86
291692,343-85-5636,LUKE,THOMAS,2003-08-21,1926 KATHLEEN VILLAGE,FRENCHLAND,OH,16397,+126830109,2020-05-26,2646.17,18258.13
733038,368-17-9426,BRANDON,BRENNAN,2007-03-26,628 MELVIN VISTA SUITE 777,NORTH JOSHUASHIRE,PA,61337,8686211956,2013-08-18,7692.97,17212.61
495744,803-75-8125,LOUIS,WHEELER,1966-02-19,220 GRIMES VISTA,EAST MICHEALBURY,PA,96096,0019747892,2018-06-21,2136.19,45078.91
593708,463-26-4831,DANIELLE,LOPEZ,1976-05-28,177 HICKS HAVEN,HAYESBURY,PA,49497,+199538438,2019-10-09,9258.94,11800.64
416435,853-26-2824,BRYAN,JAMES,1956-11-16,67191 HAYDEN PORTS,EAST MIKE,OH,89399,7318387830,2016-03-15,13966.58,13212.9
179330,895-43-3626,JOE,CAMERON,1951-09-11,29487 CASTILLO CROSSING,EAST ANGELICAFURT,PA,77950,+139394517,2022-06-30,12790.95,25487.91
252838,775-56-7373,ASHLEY,HILL,1988-08-20,0557 HARDY TUNNEL APT. 743,EAST ELIZABETHBOROUGH,WV,40059,+145395381,2021-08-04,12298.99,13685.9
850815,166-23-4472,JACOB,VARGAS,1997-09-16,562 GONZALEZ PORTS APT. 686,BRAYHAVEN,OH,70900,6504694394,2014-07-02,14434.25,11959.96
864791,338-27-3408,JAMES,RAMIREZ,1979-05-06,18188 CARR ROAD,EAST SUSANSHIRE,PA,32668,2755384811,2011-12-25,1751.79,9147.02
890305,722-44-6976,TIFFANY,JENKINS,1996-10-26,2455 BUTLER ESTATES,EAST SUZANNEBURY,PA,45286,0019465922,2024-05-15,11459.16,34166.49
769033,265-96-7704,LAURIE,HOWE,1996-04-02,0060 SARA PINE APT. 079,DANIELBOROUGH,PA,44711,3149120224,2024-03-05,14723.01,21453.47
576973,332-13-8486,MATTHEW,KING,1996-01-13,1333 MYERS ST APT. 285,WEST REBECCAMOUTH,OH,72842,2797157829,2013-02-23,4511.17,42070.46
996958,849-22-1596,LISA,ROY,1983-04-30,429 GORDON HIGHWAY,WEST ADAMLAND,WV,28864,356.499.39,2012-11-16,7704.25,261.1
754608,346-39-6608,CHRISTINE,HUNTER,1960-03-06,9888 POWELL ROAD SUITE 818,SOUTH JACOB,OH,79125,6363759164,2020-05-31,14763.17,27512.93
846459,537-89-1246,PATRICIA,GARCIA,1943-10-14,31568 PAIGE FREEWAY SUITE 284,LAKE DAVIDVIEW,PA,52213,5676132025,2022-10-19,12061.97,39101.5
654388,115-35-2039,THOMAS,JOHNSON,1992-02-21,987 ERICKSON MOUNTAINS,BRETTSIDE,OH,92356,272.710.75,2021-04-25,2997.15,25465.47
453548,226-61-1738,TREVOR,STARK,1958-11-19,54265 MCCLURE MEWS APT. 927,GOODWINBURY,WV,76644,+155283818,2018-11-01,11243.97,21047.48
784707,758-55-6705,RONALD,SMITH,1999-10-01,2357 CHRISTIAN RIDGES,BETHLAND,PA,11071,0012699921,2018-12-22,9335.72,22945.56
521974,688-52-7231,SAMANTHA,BARRERA,1978-02-08,57686 MARTINEZ CLIFFS APT. 805,CHARLESVIEW,PA,72911,2547225955,2013-09-19,1582.4,33747.27
432314,158-77-4648,HALEY,RODRIGUEZ,1990-06-08,96745 EMILY WALL,PEREZSTAD,WV,96725,+160540417,2022-05-26,5248.48,35353.83
917835,320-21-8615,STEVEN,YU,1942-04-14,238 DONALD COMMON,BROWNHAVEN,OH,82039,+189355475,2011-11-29,6955.61,26530.34
480079,523-80-9665,CATHERINE,FINLEY,1955-10-27,88623 LISA ST,KIMBERLYSHIRE,OH,34503,+120023818,2021-03-11,5342.1,15328.56
255428,843-30-5566,ANDREW,MILLER,1942-09-10,1687 MAY ROADS APT. 214,ATKINSTOWN,WV,27976,+122084347,2023-04-01,10482.28,38965.34
789496,829-48-3793,AARON,SMITH,1959-06-21,35557 ANDERSON STRAVE,WOLFBERG,PA,90237,+192399567,2024-05-12,11770.31,43355.19
932884,839-28-5554,MICHELLE,ROBINSON,1972-04-05,39818 CHRISTINA ROW,NORTH JOSHUA,OH,62963,804.351.94,2012-04-18,14302.6,45418.55
683402,704-13-5808,ANGELA,JENNINGS,1973-07-02,0315 BALLARD PASS SUITE 939,PORT TRACEYMOUTH,OH,31751,+176260544,2023-04-23,5428.17,31848.02
896182,782-15-2105,PEGGY,SMITH,2006-01-14,153 HANSEN HARBORS APT. 055,JENNIFERBURY,OH,88813,4444078967,2017-06-05,5576.96,18571.66
520243,729-44-9998,DONALD,WADE,2002-07-14,471 KIMBERLY HILL,GARCIAMOUTH,WV,48612,+187860410,2015-02-08,11650.7,35217.86
156827,324-97-9594,STACEY,JIMENEZ,1986-11-26,1101 OWENS BRIDGE APT. 325,FRANKPORT,OH,86957,6302732466,2018-04-19,2271.83,22449.68
468423,670-42-4052,CRAIG,MARSHALL,1982-01-18,6924 JOHNSON WALK,NORTH SARAHBOROUGH,WV,08258,7868432314,2016-02-07,7573.34,22382.97
783690,854-12-8610,CHRISTOPHER,MONTOYA,1943-06-18,3743 MICHAEL LIGHT,PHILLIPSMOUTH,WV,28024,2254123115,2021-08-26,2709.52,45909.92
784327,289-56-9255,DEBRA,HARRIS,1992-11-28,21442 MUELLER MILL APT. 538,ELIZABETHMOUTH,WV,56130,6164159994,2014-09-21,7285.09,13332.11
738190,239-36-5389,MARGARET,EDWARDS,1969-06-02,268 JENNIFER ROAD SUITE 081,MELISSASHIRE,OH,86603,2025323585,2011-01-18,1729.03,27483.03
312083,672-31-7750,ANTHONY,SHAFFER,1961-02-03,819 STOKES LAKE SUITE 425,WEST JANE,WV,62545,877.644.49,2018-07-30,5621.94,33547.27
464375,866-39-2359,WILLIAM,TAYLOR,1959-11-01,75537 WHEELER TURNPIKE SUITE 460,EAST DAVIDVIEW,PA,03693,525.445.39,2016-07-20,5886.52,39657.56
191509,372-60-1433,DEREK,BARNETT,2000-04-20,743 GINA TRAIL,EAST DAVIDTON,WV,85577,494.939.88,2022-05-23,8299.74,33525.07
799642,225-53-3245,VICTOR,LOZANO,1978-05-07,4959 CAMERON ST APT. 273,SOUTH JENNAPORT,OH,89768,0015278183,2024-05-14,5963.61,28062.86
372259,656-77-2394,JOSEPH,JOHNSON,1984-11-26,6551 FRANK LANE,NEW CHRISTOPHER,OH,16592,9506228920,2024-10-21,11075.78,39484.39
315456,495-39-6321,SCOTT,VELAZQUEZ,1968-02-26,2393 LYONS FORGE APT. 732,MEYERBOROUGH,PA,80181,3926151002,2018-06-04,6163.76,39841.72
222143,764-10-3256,STEPHANIE,CARROLL,1993-02-17,71557 DANIEL BURG SUITE 208,NORTH ANGELA,PA,29596,9955079337,2023-12-07,12519.67,38392.09
472109,565-49-1450,JOSHUA,MILLER,1960-10-06,27590 ROBERT STRAVE APT. 090,HERNANDEZTOWN,PA,74002,+187122189,2022-10-03,6031.35,32957.09
846920,301-84-3574,REBECCA,ENGLISH,1974-09-09,1757 JAMES FLAT APT. 888,PORT RYANTOWN,OH,79800,8179502413,2020-11-01,3758.92,40013.81
175247,475-45-3230,MATTHEW,RITTER,1979-07-23,5049 THOMPSON GATEWAY,GUTIERREZPORT,WV,89257,6275286518,2024-11-29,7483.55,21314.22
657329,855-25-6721,JONATHON,MORALES,1946-10-21,3493 RODRIGUEZ TUNNEL SUITE 740,PETERSSIDE,OH,88583,0012698858,2014-12-10,5415.34,45524.95
294545,622-72-8883,CHRISTOPHER,WEST,1955-08-27,953 KENNEDY CLIFFS APT. 493,SOUTH JOYSTAD,OH,89077,+199852437,2023-03-02,14327.34,19560.25
783273,130-87-4342,NATHANIEL,HARTMAN,1951-09-23,920 ELIZABETH STREAM APT. 735,WILSONSTAD,PA,51539,321.723.00,2022-03-25,3181.0,11026.21
179031,662-39-6278,OSCAR,SMITH,1976-04-16,7836 HEIDI FORD,EAST RACHELVIEW,PA,10092,665.932.98,2018-01-26,4497.79,36463.41
883598,376-21-7738,BRADLEY,WILLIAMS,1973-07-04,43370 KRISTEN ST APT. 744,SOUTH ANITA,WV,11307,+166378762,2014-12-14,10904.16,32344.63
202774,534-28-6038,AMBER,PORTER,1944-02-26,8531 RODRIGUEZ ST,THOMPSONBOROUGH,PA,93405,3927122339,2013-10-08,780.15,43412.82
470805,747-13-7892,TARA,STANLEY,1940-01-19,456 MCLEAN ORCHARD APT. 541,SANTOSFURT,WV,51696,3458689391,2024-10-14,7768.63,2214.81
769510,330-97-7273,KAREN,ROSS,1964-12-02,666 CASTILLO LOCK APT. 852,NEW EMILYMOUTH,OH,84486,7962455217,2018-07-14,7544.42,38852.8
787867,458-60-6666,BRITTNEY,MASON,2007-04-30,4422 RYAN SPUR SUITE 069,NEW MARGARET,PA,61765,+123856400,2011-06-06,14632.22,7846.78
339310,140-65-9318,CHRISTOPHER,HORTON,2007-08-01,01118 BARNETT LOCKS,JOHNSIDE,OH,42887,6875552452,2017-06-01,1635.5,10137.37
919587,101-74-3329,STEPHANIE,CLARK,1944-07-19,838 MARQUEZ CORNERS APT. 556,SLOANCHESTER,OH,32933,+123839586,2012-07-12,8545.04,32672.59
360502,558-29-6920,MICHELLE,VILLA,1960-06-09,2936 TAYLOR PINE SUITE 179,LEEFORT,OH,74502,0012905102,2022-03-26,4571.91,27997.6
405071,557-32-8645,LAURIE,WALSH,1978-07-02,6244 BARKER DRIVE APT. 165,RUSSELLBURY,OH,79357,450.782.43,2010-10-24,6982.0,5057.67
428813,884-76-4519,BRIAN,SIMPSON,1960-11-26,42024 LOPEZ KEY APT. 745,PORT STEPHANIEBOROUGH,WV,97166,428.609.99,2024-03-16,13465.22,32045.83
748804,643-97-2340,ALEXANDER,WASHINGTON,1985-02-07,53277 TRACY KNOLL,JONATHANFURT,OH,09003,927.357.35,2015-09-09,5464.45,40926.04
479356,726-45-1171,FRANCES,CARPENTER,1993-11-25,427 MARISA CLIFF,BRIANVILLE,OH,27723,4336906279,2023-11-12,3001.38,2854.2
455204,483-41-2523,ANNETTE,GUERRA,1980-08-07,71912 REED GARDENS,LESLIELAND,PA,38226,3112622065,2016-07-03,8726.96,11096.3
987808,835-62-4427,NANCY,LONG,1959-04-28,96914 ERIC TRACE,LAKE BRIANBERG,PA,22147,768.935.27,2018-09-13,14274.79,13109.75
307941,798-90-3723,NATHAN,WILLIAMS,1942-07-23,63258 BREWER MOUNTAINS,DYERPORT,OH,53255,6868172847,2015-11-25,11099.76,24683.58
295602,355-23-3310,KRISTINA,HODGES,1967-09-08,54635 STEVEN PARK APT. 518,DANIELFORT,PA,52390,0012652959,2012-11-23,5473.35,30817.99
328017,153-44-8159,ASHLEY,FOSTER,1958-02-03,210 JACK CROSSROAD SUITE 145,TIMOTHYSHIRE,OH,83587,4378237660,2011-04-16,9968.98,33966.73
471125,600-62-5342,CHRIS,TYLER,1950-02-25,09352 STAFFORD SKYWAY,NEW ERIC,OH,80108,+175051496,2020-06-25,6537.4,44524.67
919970,561-73-2811,DIANA,WALTON,1966-12-28,78244 JORDAN LOCK,LAWSONSIDE,PA,29596,4097438682,2016-04-01,6495.51,11341.52
928081,654-56-4083,ARIANA,JEFFERSON,1953-12-03,7273 ROBBINS LOOP,SOUTH SUSAN,OH,95876,+134762334,2023-08-25,13125.17,16292.0
482514,476-31-5494,RANDY,SHAW,1976-12-01,244 PRESTON THROUGHWAY APT. 951,HOWELLMOUTH,OH,55169,3345408833,2014-08-12,13380.09,39539.31
123428,282-16-8329,ROBERT,JONES,1948-10-15,7939 CHRISTOPHER SPRING,EAST SARAH,WV,04145,4635185200,2014-03-25,4025.61,14536.6
464047,736-74-4701,MARGARET,WALSH,1986-03-23,0982 GARY CAPE,EAST DAVID,PA,78463,7728012959,2020-06-09,13218.11,44061.24
226082,681-79-1565,DANIELLE,WALTON,1944-12-23,5324 MORENO GLENS APT. 871,ROBINMOUTH,PA,37814,0019744691,2011-04-18,680.77,42929.14
188788,409-52-6155,JOHN,ESPARZA,1988-06-26,349 GUY FORD,NORTH OMAR,OH,89795,5054932418,2016-01-04,2234.9,12639.51
519949,651-14-7472,DIANA,WILLIAMS,1950-09-30,16795 MARTIN SUMMIT,EAST PAMELA,PA,65264,+120141678,2023-09-19,13861.84,46109.08
488780,441-34-5493,KAREN,REYNOLDS,1955-07-01,20994 TIMOTHY VALLEY,JASONTOWN,WV,37583,+170523198,2016-10-15,3776.32,27747.36
118431,849-71-6476,TRACY,BROWN,1992-09-30,7970 ANGIE STREAM APT. 076,DONNATON,WV,45031,435.450.17,2012-07-20,7572.96,15778.72
894307,275-79-4239,MICHAEL,DAVIS,1950-04-25,0636 CHARLES RIVER,WEST ANTHONYPORT,PA,05934,7519174711,2024-11-16,8439.49,48122.47
802609,889-99-2287,CRYSTAL,DAVIS,2000-05-27,79044 SHELBY PLAINS APT. 901,PORT STACYVIEW,PA,44445,0018672677,2017-05-05,11708.55,40351.54
416944,152-14-5550,KIRK,JONES,2000-10-04,22380 PADILLA KEYS APT. 478,SOUTH STEVEN,OH,18324,5327095928,2019-11-20,2123.52,12977.31
442159,751-36-7814,NANCY,LEE,1982-05-05,702 JOHNSON VIA APT. 986,GONZALEZHAVEN,OH,40915,0017644844,2016-11-02,6776.09,18422.24
238558,677-38-8204,SHAWN,MARTIN,2005-08-21,53340 MCCOY CENTERS APT. 663,WEST KIMBERLY,WV,15795,4218563452,2011-01-29,2210.84,9268.68
830149,329-27-6746,JOSHUA,COX,1993-12-10,434 VILLA CORNER,NORTH TANNERVIEW,PA,75980,6498574218,2013-01-06,1237.31,1423.05
842563,691-18-9417,DANIEL,IRWIN,1967-05-01,924 ROBERTS RADIAL SUITE 247,WEST JASON,WV,81997,+138765915,2023-06-12,10113.66,10980.46
310698,804-53-1619,TIMOTHY,CARROLL,2001-12-23,57824 SINGH CLUB,LAKE WESLEYBERG,PA,33399,2438786243,2012-04-22,12029.78,30408.96
345697,760-99-4215,ANTHONY,LAMB,1980-01-19,74912 APRIL OVERPASS APT. 650,JONESVIEW,OH,57880,4595011250,2022-01-07,13208.02,31816.53
898245,296-14-8578,JACOB,MCGRATH,1950-10-26,321 BRIAN LOCK APT. 498,DONALDTON,WV,61068,+166639978,2010-10-20,3441.17,46539.86
634840,802-74-9957,THOMAS,WILKINSON,1951-02-15,59528 SINGH STATION SUITE 757,LEWISFORT,OH,92556,0015988293,2021-05-24,13735.34,45430.7
904570,834-17-4613,CORY,WOOD,1954-06-12,815 KELSEY VIADUCT APT. 903,TERESACHESTER,OH,97766,2288586966,2010-11-07,9716.08,26480.27
101976,371-46-1115,TODD,BRUCE,1993-10-21,18426 ELIZABETH LIGHT,MARYPORT,WV,14104,702.545.94,2022-03-10,14561.52,49319.95
984802,262-14-5259,KATHRYN,LANDRY,1962-02-03,655 KEMP OVAL SUITE 852,CHARLESBURGH,PA,43880,0014846679,2022-05-24,7344.03,37174.86
333403,649-79-6880,RAY,SCOTT,1998-12-27,03854 SAMUEL CIRCLE,KATHERINEMOUTH,OH,75257,0017123426,2016-03-22,13675.37,32182.57
741973,117-89-2419,JOHN,MARTIN,1958-12-05,2620 BROWN KNOLL,NORTH RAYMOND,OH,32753,946.511.89,2016-05-01,5812.84,15295.78
241493,470-32-9913,MICHAEL,MORRISON,1996-01-22,804 JENNIFER RIDGE,SOUTH CHRISTOPHERFURT,WV,06827,633.508.54,2020-07-27,7794.11,825.46
602069,283-19-4413,ERICA,MCCOY,2002-01-08,78802 ANTHONY GARDEN,WASHINGTONCHESTER,OH,65862,777.236.57,2019-10-18,11167.99,54.25
804343,217-33-9410,LINDA,DOMINGUEZ,1953-05-02,02693 WATSON FREEWAY,NEW CHRISTINEBERG,WV,25685,0019332135,2022-08-07,3990.69,29628.06
989048,732-76-1516,ROBERTO,CRUZ,1958-09-25,1448 KIM COVES,HALEYSIDE,PA,32572,0017429797,2014-01-11,8704.78,7484.25
336045,550-76-7386,LAUREN,ROSARIO,1974-02-01,7125 AMANDA PINES,NEW ELIZABETHSHIRE,OH,39843,+165166599,2014-03-03,4020.22,19504.67
798771,518-91-8806,BREANNA,JOHNSON,1944-07-11,42867 RIVERA PARK APT. 189,GILLSTAD,PA,06406,4467709367,2011-01-05,11301.52,46833.68
192870,717-46-7009,LAUREN,COLLINS,1944-10-23,073 HAYNES MANORS APT. 316,EAST ELIZABETHTOWN,WV,98349,699.421.64,2017-12-11,2609.83,5948.1
365368,417-82-9421,RACHEL,MORGAN,1945-09-26,066 MICHAEL SUMMIT SUITE 155,BYRDLAND,PA,55730,7897409363,2013-11-18,9773.66,3917.17
799707,892-34-2428,BRENDA,PERRY,1952-05-15,5182 FOSTER LODGE,NEW DAVIDBERG,OH,84549,0019698748,2011-06-22,1061.96,23803.19
569465,550-22-1360,FERNANDO,SIMS,1957-04-07,9225 ROBERT DALE,NORTH SHELLY,WV,18083,846.590.17,2023-02-24,14373.84,38706.51
706636,797-48-4028,MICHAEL,REED,1994-10-31,2230 LOPEZ MALL,HARRISSTAD,OH,64769,256.294.29,2010-11-15,14020.06,49023.78
403072,186-53-2034,KAREN,PARKER,1975-03-18,6352 KRISTIN VILLAGES SUITE 118,NORTH TAMMY,OH,71285,7695586218,2018-02-18,6393.31,32157.53
107882,174-42-8109,CHRISTIAN,WASHINGTON,1980-08-04,666 PEREZ RUN,TIMOTHYHAVEN,OH,10152,+123246598,2016-01-06,14945.85,14282.33
995986,494-13-2923,MICHAEL,BARKER,1984-11-25,324 MARTINEZ SPURS,BENTONMOUTH,WV,54837,219.950.30,2015-07-17,759.06,39404.17
455407,269-99-6169,JUSTIN,DICKERSON,1959-06-17,529 WILLIAM EXTENSION,LAKE CHARLESVILLE,WV,36747,0018773764,2023-03-08,13749.11,28202.44
791805,258-85-5999,DEVIN,BARRERA,1950-12-01,619 DOUGLAS STATION,PORT SUSANSHIRE,OH,40467,+184984345,2018-08-21,2046.74,3192.65
183592,350-27-3020,SAMUEL,GARRETT,1940-09-17,915 CORTEZ SUMMIT,ROBERTSONBERG,OH,27801,0013594360,2019-01-09,6547.88,41604.11
182037,514-73-1946,MARK,HALL,1941-12-05,072 ELIZABETH BURGS APT. 388,NORTH ERICSHIRE,WV,81477,5678637203,2012-02-08,9930.75,44563.03
451152,720-22-7613,CRISTINA,SMITH,1967-03-06,4396 MENDOZA ISLAND SUITE 673,NORTH PHILIP,WV,95633,+180935468,2012-08-23,5164.33,21460.09
621479,144-29-8284,BRITTANY,THOMPSON,1996-08-27,54780 ANNA PATH APT. 401,PAULMOUTH,PA,80244,700.601.90,2014-01-26,5818.36,18524.52
506940,472-23-5415,KYLE,CRAWFORD,1956-03-09,390 GARCIA COVES SUITE 967,NEW JEFFERYVILLE,PA,26863,3543284251,2023-06-29,14280.83,25713.69
499039,167-98-5428,ALEXIS,CARTER,1984-08-06,25979 JESSICA FORKS APT. 388,SHELTONMOUTH,PA,51512,9065289513,2020-05-19,1324.86,23120.9
590875,384-59-1810,ANDREW,GARCIA,1952-12-16,93970 PAUL LIGHT,NEW GARRETT,OH,01079,915.848.18,2023-03-25,13544.72,28841.65
610622,117-70-2340,TREVOR,WATKINS,2006-09-30,30287 LARA GROVES,WEST WESLEYBURGH,PA,31725,+190346067,2011-07-23,6881.34,44472.94
278716,708-15-9330,SANDRA,CAMPBELL,1996-10-26,5145 SHAUN TRACK APT. 574,ERICAHAVEN,OH,70210,7523699018,2017-09-27,7531.63,6988.35
844988,289-97-4300,JOHN,HALL,1998-05-22,7646 KAISER RUN,BRIANCHESTER,OH,98923,+150968383,2021-12-26,9818.29,16817.25
332267,515-98-2083,LUKE,BENTON,1943-02-08,563 MELISSA TUNNEL APT. 349,DEVONMOUTH,OH,59754,5512557826,2021-09-05,13793.87,49360.66
646217,884-62-7212,REBECCA,MARSHALL,1965-04-07,86974 BUTLER VALLEY APT. 370,LAKE ANGELA,PA,85888,4784726819,2018-04-02,6096.14,43244.95
969379,269-96-8567,HEIDI,CAMACHO,1991-07-26,53941 HILL LAND SUITE 189,WEST AMBER,WV,69947,214.500.35,2015-06-29,14922.88,23882.67
987111,770-22-3451,KEVIN,SALAZAR,1960-07-24,865 GARCIA VILLAGE SUITE 213,PORT JOCELYN,PA,48563,6865286856,2013-03-20,14577.54,35426.34
647722,399-14-6810,ANDREW,JACKSON,1964-03-05,89467 PHILLIP CLUB SUITE 330,PAULVILLE,PA,61985,2626803364,2011-12-13,10473.71,45149.79
536773,617-39-3087,LINDSAY,ALLEN,1997-08-12,031 JENNIFER SPURS,SOUTH ROBERTFURT,WV,57062,2287455414,2013-01-14,818.61,47934.7
358743,677-55-6776,BAILEY,JONES,1996-07-18,486 BENJAMIN ST,BURGESSTON,WV,24442,3048690174,2016-11-03,8513.09,1726.23
867243,150-50-1389,COURTNEY,GARDNER,1959-03-04,21650 RHONDA HARBOR APT. 389,WEST JOSEPH,PA,33825,7712107298,2020-03-05,4050.3,43294.16
110271,742-53-5221,KAITLYN,PITTMAN,1969-02-01,8533 KIMBERLY PARKS,WEST SPENCERMOUTH,PA,47271,3127982492,2015-11-28,4015.02,34015.26
775539,120-91-8695,DANIEL,ALEXANDER,1966-04-13,26962 HANNA VISTA,KATHERINEFORT,PA,97057,224.591.39,2017-11-21,5914.33,30602.19
708197,416-79-7214,CAROLINE,CERVANTES,1993-03-14,384 WILLIAMS SPRINGS,SOUTH DAWN,PA,47002,5392994285,2018-12-11,11532.47,13837.43
269127,879-88-4631,DIANA,GALLEGOS,1979-10-08,505 KAREN GROVES,GUERREROMOUTH,WV,77119,3512823772,2019-03-08,1642.99,24954.33
118767,264-98-9091,JESSE,RODRIGUEZ,1944-06-21,4003 KELLY PINES,ROSEHAVEN,PA,52422,8738744966,2014-07-18,9128.18,27684.6
250525,401-96-2239,EARL,GRANT,1976-07-14,8938 MICHAEL WALKS,PORT AMANDA,WV,77260,+174094393,2016-11-16,12765.28,21161.3
660656,147-74-7258,KEITH,HANSEN,1943-01-31,3678 STEVE DRIVE,MARYSIDE,OH,09290,553.576.42,2014-03-14,5037.83,25117.47
387432,722-52-4747,MICHAEL,YANG,1999-08-08,88532 HOBBS HIGHWAY APT. 114,HOUSTONPORT,PA,60177,3476377049,2017-10-13,11099.37,33731.23
659566,581-73-7356,SHANNON,LYNCH,1945-12-28,340 HARRISON LOCKS,NORTH APRILTOWN,WV,38949,4753694307,2020-10-03,8541.49,49614.2
192020,735-96-2398,ROGER,LEBLANC,1979-08-04,8723 WRIGHT TRACK APT. 104,SCOTTSIDE,PA,94070,4719265728,2024-12-03,5639.29,39004.07
296183,400-97-4262,BRANDI,WEBER,1967-02-02,58553 REEVES CIRCLE SUITE 376,NORTH ALYSSA,OH,48789,0016673071,2021-10-16,10916.64,37789.02
772275,614-71-9352,JOSEPH,MUELLER,1964-09-22,31064 SEAN REST,MOORECHESTER,OH,69189,0019224885,2013-07-08,10936.02,35633.03
319037,130-32-3871,ROBERT,WELCH,1999-03-27,5878 STEPHANIE ORCHARD APT. 053,WEST DEBORAH,OH,77845,2673718536,2010-11-23,13765.46,35726.51
395947,420-12-3710,BRYAN,MIDDLETON,1963-05-29,41316 BRADFORD MOUNTAIN,DYLANTOWN,OH,57886,7272971763,2013-04-09,5531.46,46787.72
376678,409-84-3827,HEATHER,MOORE,1988-08-08,438 TONY STRAVE,MURRAYBERG,PA,22514,602.854.31,2011-05-29,3745.66,25760.31
824275,739-39-2038,JUSTIN,ROMAN,2006-11-01,036 PETER COVES,JENNIFERSTAD,PA,04802,+182681340,2020-06-08,6646.21,27310.47
837989,251-68-1836,MARK,FITZGERALD,1951-10-01,169 WALKER FORK,NEW JULIE,WV,10105,480.358.13,2021-12-14,10072.62,11429.95
887329,173-51-6322,RITA,CASTRO,1959-10-06,2615 ANTHONY BRANCH SUITE 570,TAMARABURGH,WV,82145,8084687441,2014-04-17,14893.99,43856.4
301375,454-64-3250,RYAN,JOHNSON,1983-09-02,515 TIMOTHY TRACE SUITE 519,SOUTH NATALIE,WV,33329,0017532127,2012-12-26,2604.81,37119.82
245224,772-27-1141,JAMES,ADAMS,1991-07-01,6152 CARRILLO GATEWAY APT. 224,WILLIAMSHAVEN,PA,12924,6142812971,2022-01-22,14809.32,6804.91
950494,864-29-6294,MICHELLE,LUNA,1989-06-16,68179 ALAN BRIDGE,WEST ZACHARYSHIRE,WV,80196,5586081403,2012-04-12,2309.97,15526.29
471583,757-98-2506,JENNIFER,WILLIAMS,1965-03-16,8699 CYNTHIA COVES,NORTH COLTON,WV,92468,3944602124,2011-05-15,11421.12,32378.09
802015,759-14-2736,LORETTA,ADAMS,1974-03-23,591 PAUL WALL APT. 033,LAKE MEGANCHESTER,OH,48924,7572166578,2021-11-26,4089.11,25994.72
793161,612-43-5029,KELLY,GARCIA,1957-12-31,629 LEE CURVE,PORT JEREMY,WV,62336,3485764126,2015-05-28,10541.89,36403.57
518431,702-51-8378,RANDY,GORDON,1940-07-01,393 WILKERSON CAMP APT. 544,LAKE DANIELLE,WV,67997,559.488.19,2024-11-15,1946.98,24630.12
242320,173-42-9917,RYAN,MARTIN,1955-11-30,27534 AMANDA RIDGE,TAMMYFORT,PA,74035,0016027280,2014-11-21,13311.73,13023.4
629106,138-84-5037,SHAWN,WATERS,1984-12-11,43910 JACOB GARDEN APT. 866,GATESTON,OH,56147,6745772011,2010-11-11,9508.7,26038.06
